Id,SalePrice
1461,119785.82448758178
1462,155739.8900649713
1463,185178.0976340028
1464,185852.86637931064
1465,194799.57095216992
1466,174216.3098760583
1467,168639.45954090814
1468,165709.62225585285
1469,197025.97842332447
1470,123919.86560111135
1471,199499.54546949713
1472,98395.68528196633
1473,97955.91410000966
1474,153327.24044772395
1475,138071.55254134155
1476,383464.799744211
1477,259911.68224548118
1478,298798.27625049045
1479,304302.0972155644
1480,442788.416775282
1481,347785.96443285036
1482,200295.87556615306
1483,171391.45533353422
1484,180625.9694931263
1485,183421.59470531731
1486,194728.05333523217
1487,356485.8085841693
1488,239637.016093681
1489,196236.28848050625
1490,213006.88924792767
1491,204843.01710162437
1492,92448.4929654227
1493,185666.7181383963
1494,314858.264222439
1495,340035.279920106
1496,226468.62267300018
1497,185038.20612931976
1498,170009.1045902943
1499,170834.68344914733
1500,149797.3090929327
1501,164588.48493382122
1502,152631.09900687178
1503,280132.465178889
1504,234437.3767638191
1505,217483.56027030124
1506,189124.88753508203
1507,235941.91431612268
1508,207296.3539388502
1509,167651.9250514499
1510,149768.86388583874
1511,148846.5676237124
1512,170111.35481339504
1513,140770.73825921296
1514,158569.027173489
1515,196571.37631976444
1516,163578.75191940283
1517,161379.13725126936
1518,142808.05417979948
1519,220391.43356332424
1520,136859.1268349248
1521,142702.1971380963
1522,171997.58091733474
1523,112416.07386949225
1524,126078.7722737157
1525,128665.29363616856
1526,122653.89353540007
1527,103927.38749019592
1528,133279.78313546028
1529,147651.5951158567
1530,180197.35117898468
1531,107032.9203716989
1532,102784.85102722088
1533,136352.2161147733
1534,120980.99196997235
1535,161682.4934437919
1536,108494.89129559792
1537,75493.7863994865
1538,170033.28343834198
1539,201862.2091063454
1540,88657.45749103364
1541,154284.99391993784
1542,140656.1039674385
1543,210656.71983976784
1544,79372.87882870894
1545,99216.63921647803
1546,118073.61604902415
1547,124725.11166903333
1548,128456.67585905985
1549,109817.78560089818
1550,137349.3593192805
1551,119169.3404988307
1552,128938.62641580722
1553,154104.8312995599
1554,110780.18558693335
1555,161041.83908739185
1556,82551.1408307828
1557,109577.30643804582
1558,96780.4293483294
1559,70344.07011268311
1560,136149.0509983685
1561,126708.31404910078
1562,126097.50229125853
1563,122998.80211604778
1564,163012.35136130184
1565,157696.07172927933
1566,235702.30180773535
1567,79373.46326525437
1568,230150.450469641
1569,146270.00248957268
1570,128608.66657978961
1571,130987.55715177735
1572,153822.7320470116
1573,255073.88597533864
1574,126759.99255378272
1575,230642.4242499847
1576,208951.7300386202
1577,186960.22680138345
1578,148695.34258835466
1579,145585.2799972934
1580,196537.2970472946
1581,140354.1626497432
1582,123748.16515920221
1583,326994.1789646123
1584,225560.37965992154
1585,141907.9276162128
1586,77256.66046006492
1587,101625.77791971437
1588,149368.38454579812
1589,105888.91547660576
1590,131566.20862734836
1591,97244.91993402352
1592,118510.76560316986
1593,129045.65629171152
1594,111096.25683701714
1595,114150.86410010133
1596,232574.0908983102
1597,182922.59919323793
1598,216897.35467985034
1599,186922.4276039259
1600,183804.87176584871
1601,79213.22859646755
1602,108193.36799956874
1603,76424.97982241944
1604,272775.6127501969
1605,276556.7782961715
1606,163400.27055713447
1607,174840.58191011994
1608,212136.96344958298
1609,193605.1599682542
1610,150754.8566514737
1611,144721.0586852191
1612,167553.09416177415
1613,160434.73302534898
1614,130301.63576349632
1615,88108.82796491176
1616,76655.42185742038
1617,93553.2428507843
1618,121013.86901997197
1619,137954.77627709994
1620,159903.69093665184
1621,133494.81706809765
1622,147908.58145413446
1623,275000.9557701201
1624,221201.8493630073
1625,127494.67430009904
1626,170350.17198831632
1627,183846.12608393407
1628,301115.95990997495
1629,189919.8184201691
1630,338274.7294656332
1631,221746.4276831462
1632,245994.4897730936
1633,170393.54428966276
1634,176048.02876749166
1635,174721.75113635688
1636,149354.56587650202
1637,183826.08975899994
1638,202441.36898599647
1639,193226.87400583123
1640,273256.5204199526
1641,196108.87977024078
1642,221616.94799485465
1643,235349.28723223845
1644,233770.10017493734
1645,190180.59878306845
1646,156153.0900641156
1647,183518.9535823972
1648,137053.96537007633
1649,132094.94279631443
1650,114485.39101230286
1651,124074.81515942734
1652,101965.83243048725
1653,99182.22669532536
1654,156965.96046059937
1655,163752.6212315458
1656,145938.1236887384
1657,152270.76386849876
1658,149665.01351135995
1659,144145.61972261162
1660,149877.47446030503
1661,429550.73139522393
1662,413629.5437338646
1663,385457.1264251816
1664,354213.51494506194
1665,300555.9446178234
1666,337572.40342631016
1667,391021.3646856864
1668,307863.0611905667
1669,304361.91673666635
