Id,SalePrice
1461,122863.88521926288
1462,157430.97333074594
1463,186249.09182962595
1464,202069.58895529213
1465,193501.77868243834
1466,174129.0797320762
1467,181614.24575721778
1468,165856.2479465076
1469,193100.4459834845
1470,122835.78483808905
1471,180632.05141417013
1472,100611.80011099848
1473,97155.46387469569
1474,144897.3264816929
1475,114637.82060041034
1476,371778.8543754065
1477,251512.5182383097
1478,295141.68520601274
1479,299533.25182636734
1480,546844.4663863305
1481,337561.1194621317
1482,209119.83188966534
1483,177773.2574439186
1484,161853.5443374217
1485,185823.745443655
1486,194960.37800515597
1487,360656.8285573164
1488,232924.24798818212
1489,192096.46477280895
1490,240339.1012839767
1491,194827.22194835698
1492,94869.59335846598
1493,183232.9473235295
1494,294926.71702898375
1495,292923.5626595643
1496,234998.98289899965
1497,182861.61314010355
1498,181174.0876672039
1499,164622.21443645775
1500,156363.3339231561
1501,177690.04741511802
1502,152939.37342499557
1503,303822.364266725
1504,245410.50732810705
1505,227749.8352982986
1506,193503.64369208095
1507,267968.8474476517
1508,207436.7815328003
1509,162449.4618707204
1510,145794.7757583549
1511,162582.91777019927
1512,177190.63246956983
1513,145672.0938791586
1514,158655.11410427722
1515,206530.1720184183
1516,150744.71757394265
1517,174711.6283390255
1518,134683.623937699
1519,214922.25891902196
1520,130656.07450946425
1521,133791.3509645939
1522,178458.9112780478
1523,117498.59950882562
1524,120867.21657233323
1525,122863.62509627559
1526,112524.11679145916
1527,113372.42018403359
1528,138300.07002387155
1529,157424.19011973063
1530,198784.24507808982
1531,114373.02722561598
1532,95506.58013247442
1533,144843.60518689666
1534,126759.46758767957
1535,143087.5647608738
1536,107171.13737862605
1537,63604.113823043976
1538,149406.76385695126
1539,194707.2798974465
1540,73131.18270712931
1541,138145.5934429619
1542,148410.5318835796
1543,186469.62278317995
1544,88715.90359215476
1545,115852.97379625987
1546,136990.69555960956
1547,132925.60726714614
1548,136480.59535123935
1549,123540.87433557959
1550,134597.25083305925
1551,106201.2637311825
1552,140837.57107241172
1553,139407.69357428447
1554,121962.52320256826
1555,164588.02426711444
1556,87454.11080695421
1557,111265.81019859768
1558,106991.40359796882
1559,67877.56501956821
1560,129358.73630846856
1561,124393.03727350105
1562,133544.78753727785
1563,122055.61788742738
1564,163268.0402054451
1565,150631.07588061405
1566,243114.03577126242
1567,83606.79110839343
1568,252276.2201997601
1569,133201.14311014675
1570,138413.07279450272
1571,119867.01701900887
1572,140811.62400198076
1573,248787.75968195382
1574,121732.12509389677
1575,234776.3927213922
1576,244232.7429888076
1577,178381.33764431102
1578,146074.82136365
1579,148087.4130821585
1580,197443.90293958754
1581,158065.51453005048
1582,126319.11432210128
1583,305798.38179386855
1584,226235.31062807914
1585,136562.67894210533
1586,81517.28997584133
1587,107282.92062986841
1588,153254.68192437766
1589,98600.94117999662
1590,134464.140577074
1591,94338.7156502723
1592,115691.76412593434
1593,127517.82665019827
1594,139730.30240573792
1595,112202.41638427424
1596,227520.49589698287
1597,204131.3235504187
1598,225985.17938620673
1599,164649.49864968305
1600,154888.36548941056
1601,72257.52628297149
1602,121187.94059189057
1603,68257.40193013485
1604,261507.6276340707
1605,240594.94291163312
1606,168254.53611238717
1607,190384.4281122415
1608,212249.47997782083
1609,181991.94056913067
1610,153184.57095018163
1611,137968.12585071297
1612,174725.20542273467
1613,170609.27519850986
1614,118089.0591388368
1615,89983.76196296302
1616,80055.02385208124
1617,93605.87707469148
1618,136734.400990443
1619,144250.7255273207
1620,164357.77688645024
1621,139909.36142751278
1622,146509.77532438637
1623,263879.9682609165
1624,215407.13914981514
1625,120588.80062827731
1626,172276.89837440106
1627,196189.33612073614
1628,284658.6840848786
1629,177742.88279056022
1630,385614.32161935786
1631,232266.90267055112
1632,244240.28239520974
1633,172329.3868370766
1634,188662.2798146018
1635,175523.69408980157
1636,154973.9618662983
1637,206852.83259165
1638,183691.2385658329
1639,187394.0397099049
1640,259492.78024818655
1641,181196.91282858004
1642,249644.51856041208
1643,222455.30797760046
1644,241558.6932863392
1645,217453.69021823868
1646,162902.47044714674
1647,158393.4129781143
1648,131339.40779693954
1649,142453.95217510473
1650,115688.78165785717
1651,124318.0465181939
1652,99716.40986700843
1653,102584.05710920547
1654,147089.15864704494
1655,130899.24932872212
1656,141330.31673360706
1657,149666.5880612633
1658,148773.4723535826
1659,123569.14598560397
1660,156731.93004238172
1661,460650.25039741787
1662,428493.5819840401
1663,382358.7077671322
1664,603981.028820414
1665,305575.6917826001
1666,329653.45418620703
1667,413292.5943895522
1668,337213.40250667155
1669,304162.0629918214
1670,347946.41051119415
1671,270446.64587412094
1672,468657.4171529904
1673,296729.5992239793
1674,243678.5926164109
1675,197157.70225895022
1676,193359.05769143868
1677,215700.19927635597
1678,502798.9225353494
1679,412160.54319148406
1680,327227.9920516879
1681,241502.41100065692
